Date_of_event,Date_of_resolution,Type_of_offence,Summary_of_offence,Zone,Block,Division,Locality
01-05-2008,01-05-2008,CAR PROWL,THEFT-AUTOACC,NORTH,N,N1,BITTERLAKE
01-05-2008,01-05-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,UNKNOWN,,,UNKNOWN
01-05-2008,1/19/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N2,NG
01-05-2008,1/18/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N3,NG
01-05-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U1,UNI
01-05-2008,01-11-2008,THEFT-BUILDING,THEFT-BUILDING,SOUTHWEST,F,F1,PIGEON POINT
01-05-2008,1/19/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N3,NG
01-06-2008,01-06-2008,DUI,DUI-LIQUOR,WEST,Q,Q1,MAGNOLIA
01-06-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R3,CC
01-06-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,NORTH,L,L1,LAKECITY
01-06-2008,01-06-2008,TRESPASS,TRESPASS,NORTH,B,B2,BS
01-06-2008,01-06-2008,WEAPON,WEAPON-UNLAWFUL USE,SOUTH,S,S1,NEW HOLLY
01-06-2008,01-07-2008,CAR PROWL,THEFT-AUTOACC,WEST,D,D2,SC
01-06-2008,01-06-2008,NARCOTIC,NARC-POSSESS-COCAINE,NORTH,N,N2,NG
01-06-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,E,E1,CH
01-06-2008,01-06-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,FH
01-06-2008,1/13/2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DC
01-06-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N2,BITTERLAKE
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S2,BD
01-06-2008,01-07-2009,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J1,BN
01-06-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U1,UNI
01-06-2008,01-06-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BN
01-06-2008,01-06-2008,NARCOTIC,NARC-POSSESS-HEROIN,WEST,D,D2,SC
01-06-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W2,ALKI
01-06-2008,01-06-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,BS
01-06-2008,01-06-2008,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,NORTH,N,N3,NG
01-06-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E3,FH
01-06-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,NORTH,L,L3,LAKECITY
01-06-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,W,W3,MORGAN
01-06-2008,1/24/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,FR
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,F,F2,HPC
01-06-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G3,ML
01-06-2008,01-08-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,U,U3,RR
01-06-2008,01-07-2008,THEFT-ALL OTHER,THEFT-PKPOCKET,WEST,K,K2,PS
01-06-2008,01-06-2008,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,SOUTHWEST,F,F2,RWA
01-06-2008,01-06-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-06-2008,01-07-2008,CAR PROWL,THEFT-AUTOACC,SOUTH,O,O1,SODO
01-06-2008,01-06-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CH
01-06-2008,01-08-2008,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S3,RV
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q3,QA
01-06-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B2,BS
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BS
01-06-2008,01-06-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT LIBERTIES,NORTH,U,U3,SANDPOINT
01-06-2008,01-06-2008,THEFT-ALL OTHER,THEFT-PKPOCKET,EAST,E,E1,CH
01-06-2008,01-06-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K1,DC
01-06-2008,01-06-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT LIBERTIES,WEST,K,K2,PS
01-06-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U3,SANDPOINT
01-06-2008,01-06-2008,WEAPON,WEAPON-POSSESSION,EAST,G,G3,ML
01-06-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J2,BN
01-06-2008,01-06-2008,CAR PROWL,THEFT-AUTOACC,WEST,M,M1,DC
01-06-2008,01-07-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M1,BELLTOWN
01-06-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DC
01-06-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BS
01-06-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,EAST,G,G2,JNBH
01-06-2008,01-06-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,BITTERLAKE
01-06-2008,01-06-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT EXPOSURE,NORTH,B,B3,WALLINGFORD
01-06-2008,01-09-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K3,CI
01-06-2008,01-06-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E3,CH
01-06-2008,01-06-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DC
01-06-2008,01-06-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N2,NG
01-06-2008,01-06-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,K,K2,DC
01-06-2008,01-06-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-06-2008,01-06-2008,DUI,DUI-DRUGS,WEST,Q,Q2,QA
01-06-2008,01-06-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DC
01-06-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U1,UNI
01-06-2008,01-06-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R3,LW/SP
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BS
01-06-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q3,SC
01-06-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F1,ND
01-06-2008,01-06-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W2,AJ
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,NORTH,U,U2,UNI
01-06-2008,02-11-2008,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D1,SC
01-06-2008,01-06-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,SOUTH,S,S3,RB
01-06-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F3,SP
01-06-2008,01-06-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,Q,Q3,SC
01-06-2008,01-07-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,Q,Q3,QA
01-06-2008,01-06-2008,DUI,DUI-LIQUOR,SOUTHWEST,W,W2,AJ
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,WALLINGFORD
01-06-2008,01-07-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B3,WALLINGFORD
01-06-2008,01-06-2008,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,EAST,E,E2,CH
01-06-2008,01-06-2008,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,WEST,K,K2,PS
01-06-2008,01-06-2008,WEAPON,WEAPON-UNLAWFUL USE,EAST,E,E2,CH
01-06-2008,01-06-2008,WEAPON,WEAPON-POSSESSION,SOUTH,S,S2,BD
01-06-2008,01-06-2008,AGGRAVATED ASSAULT,ASSLT-AGG-BODYFORCE,WEST,K,K2,PS
01-06-2008,01-06-2008,DUI,DUI-LIQUOR,NORTH,B,B2,FR
01-06-2008,01-06-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,O,O3,GEORGETOWN
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BITTERLAKE
01-06-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J3,PHINNEY RIDGE
01-06-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,D,D3,EW
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S1,SBH
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DC
01-06-2008,01-06-2008,PROSTITUTION,PROSTITUTION,WEST,Q,Q3,QA
01-06-2008,01-07-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,K,K2,PS
01-06-2008,01-06-2009,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,M,M3,DC
01-06-2008,01-06-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DC
01-06-2008,01-06-2008,AGGRAVATED ASSAULT,ASSLT-AGG-GUN,SOUTH,S,S3,RV
01-06-2008,1/20/2008,CAR PROWL,THEFT-LICENSE PLATE,NORTH,U,U3,SANDPOINT
01-06-2008,01-08-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,SOUTH,S,S2,BD
01-06-2008,01-06-2008,CAR PROWL,THEFT-AUTOACC,SOUTH,S,S1,SBH
01-06-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,L,L2,NG
01-06-2008,01-06-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C3,CA/SP
01-06-2008,1/20/2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,E,E1,CH
01-07-2008,01-07-2008,NARCOTIC,NARC-POSSESS-COCAINE,EAST,G,G2,ML
01-07-2008,01-07-2008,TRESPASS,TRESPASS,NORTH,B,B1,BS
01-07-2008,01-07-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,WEST,K,K1,DC
01-07-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,NORTH,L,L1,LAKECITY
01-07-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q2,QA
01-07-2008,01-08-2008,CAR PROWL,THEFT-AUTOACC,SOUTH,S,S3,RV
01-07-2008,01-08-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,W,W3,FSW
01-07-2008,01-07-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U2,UNI
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F2,SD
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BN
01-07-2008,01-08-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,WEST,D,D3,SC
01-07-2008,01-08-2009,CAR PROWL,THEFT-CARPROWL,NORTH,J,J1,GREENWOOD
01-07-2008,01-07-2008,THEFT-BUILDING,THEFT-BUILDING,NORTH,N,N3,NG
01-07-2008,01-12-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT LIBERTIES,NORTH,U,U2,UNI
01-07-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q2,QA
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNI
01-07-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,EAST,E,E1,CH
01-07-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S2,BD
01-07-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,QA
01-07-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,QA
01-07-2008,01-08-2008,CAR PROWL,THEFT-AUTOACC,NORTH,B,B3,WALLINGFORD
01-07-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W3,FSW
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-07-2008,01-07-2008,NARCOTIC,NARC-POSSESS-COCAINE,NORTH,N,N3,GREENWOOD
01-07-2008,01-08-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U2,UNI
01-07-2008,01-09-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,K,K3,CI
01-07-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q1,MAGNOLIA
01-07-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BS
01-07-2008,01-10-2008,CAR PROWL,THEFT-AUTOACC,NORTH,J,J2,PHINNEY RIDGE
01-07-2008,01-07-2008,NARCOTIC,NARC-POSSESS-MARIJU,SOUTH,S,S2,BD
01-07-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DC
01-07-2008,01-07-2008,NARCOTIC,NARC-POSSESS-HEROIN,EAST,E,E2,FH
01-07-2008,01-07-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,SOUTHWEST,F,F1,HP
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,RR
01-07-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D1,BELLTOWN
01-07-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,SC
01-07-2008,01-07-2008,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,EAST,E,E2,CH
01-07-2008,01-07-2008,THEFT-ALL OTHER,THEFT-PKPOCKET,WEST,K,K3,CI
01-07-2008,01-07-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,K,K1,DC
01-07-2008,01-08-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L3,LAKECITY
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q1,MAGNOLIA
01-07-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
01-07-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D1,BELLTOWN
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K1,DC
01-07-2008,01-08-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B1,BS
01-07-2008,01-07-2008,NARCOTIC,NARC-POSSESS-MARIJU,SOUTH,S,S2,BD
01-07-2008,01-07-2008,TRESPASS,TRESPASS,NORTH,B,B3,WALLINGFORD
01-07-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,NORTH,L,L1,LAKECITY
01-07-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J3,RR
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DC
01-07-2008,01-08-2008,THEFT-BUILDING,THEFT-BUILDING,SOUTH,O,O1,SODO
01-07-2008,02-11-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L3,LAKECITY
01-07-2008,01-08-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,K,K2,PS
01-07-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W3,FSW
01-07-2008,01-08-2008,NARCOTIC,NARC-FRAUD-PRESCRIPTION,WEST,M,M2,DC
01-07-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,SC
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NG
01-07-2008,01-07-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J2,BN
01-07-2008,01-09-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,D,D2,SC
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J2,BN
01-07-2008,01-07-2008,ROBBERY-COMMERCIAL,ROBBERY-BANK-BODYFORCE,WEST,D,D1,BELLTOWN
01-07-2008,1/17/2008,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M3,DC
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DC
01-07-2008,01-07-2008,TRESPASS,TRESPASS,NORTH,U,U3,SANDPOINT
01-07-2008,1/13/2009,CAR PROWL,THEFT-CARPROWL,SOUTH,O,O2,SODO
01-07-2008,01-09-2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,U,U2,UNI
01-07-2008,01-07-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N3,GREENWOOD
01-07-2008,01-07-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,K,K3,CI
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L1,NG
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,K,K1,DC
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CH
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DC
01-07-2008,01-07-2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U2,UNI
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U1,RR
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U1,RR
01-07-2008,01-07-2008,TRESPASS,TRESPASS,EAST,E,E2,CH
01-07-2008,01-07-2008,TRESPASS,TRESPASS,WEST,M,M1,DC
01-07-2008,01-07-2008,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M1,BELLTOWN
01-07-2008,01-07-2008,THEFT-BUILDING,THEFT-BUILDING,EAST,C,C1,CH
01-07-2008,3/18/2008,THEFT-ALL OTHER,THEFT-OTH,NORTH,L,L3,LAKECITY
01-07-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,NORTH,J,J3,RR
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-07-2008,01-08-2008,THEFT-ALL OTHER,THEFT-PRSNATCH,EAST,G,G3,JNBH
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q3,QA
01-07-2008,01-09-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C2,MILLER PARK
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R2,MB
01-07-2008,01-07-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-WEAPON,WEST,D,D2,SC
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTH,R,R2,MB
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U2,UNI
01-07-2008,01-09-2008,THEFT-ALL OTHER,THEFT-OTH,SOUTH,R,R1,MBH
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B1,BS
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R2,MB
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C3,CA/SP
01-07-2008,01-07-2008,DISORDERLY CONDUCT,DISORDERLY CONDUCT,WEST,Q,Q3,SC
01-07-2008,01-07-2008,NARCOTIC,NARC-POSSESS-HEROIN,NORTH,N,N3,GREENWOOD
01-07-2008,01-07-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,G,G3,JNBH
01-07-2008,01-08-2008,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,SOUTHWEST,F,F3,SP
01-07-2008,01-11-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BS
01-07-2008,1/18/2008,CAR PROWL,THEFT-CARPROWL,NORTH,U,U3,SANDPOINT
01-07-2008,01-07-2008,CAR PROWL,THEFT-CARPROWL,SOUTHWEST,W,W2,ALKI
01-07-2008,01-07-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S2,RB
01-07-2008,1/14/2008,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BITTERLAKE
01-07-2008,01-09-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-INDECENT LIBERTIES,WEST,K,K1,DC
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U1,UNI
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DC
01-08-2008,01-09-2008,CAR PROWL,THEFT-AUTOACC,NORTH,L,L2,NG
01-08-2008,01-09-2008,CAR PROWL,THEFT-AUTOACC,SOUTH,R,R3,LW/SP
01-08-2008,01-08-2008,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,SOUTH,R,R1,MBH
01-08-2008,02-11-2008,CAR PROWL,THEFT-CARPROWL,EAST,E,E2,CH
01-08-2008,01-11-2008,CAR PROWL,THEFT-CARPROWL,NORTH,N,N1,BITTERLAKE
01-08-2008,01-08-2008,NARCOTIC,NARC-SELL-COCAINE,WEST,D,D1,BELLTOWN
01-08-2008,01-10-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,S,S1,NEW HOLLY
01-08-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B3,WALLINGFORD
01-08-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DC
01-08-2008,01-09-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,D,D1,SC
01-08-2008,01-09-2008,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,Q,Q2,QA
01-08-2008,01-10-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,C,C2,MADISON PARK
01-08-2008,01-09-2008,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,SOUTH,R,R3,HC
01-08-2008,01-08-2008,THEFT-ALL OTHER,THEFT-PRSNATCH,NORTH,N,N2,BITTERLAKE
01-08-2008,01-09-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,M,M1,DC
01-08-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D1,SC
01-08-2008,01-08-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CH
01-08-2008,01-10-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,M,M1,BELLTOWN
01-08-2008,01-08-2008,PHYSICAL OFFENSE,PHYSICAL_VIOLENCE-OTHER,WEST,M,M2,SC
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,SC
01-08-2008,01-08-2008,CAR PROWL,THEFT-AUTOACC,SOUTHWEST,F,F3,SP
01-08-2008,01-08-2008,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,N,N1,BITTERLAKE
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,SOUTH,R,R2,MB
01-08-2008,01-08-2008,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G3,ML
01-08-2008,01-08-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D2,QA
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,C,C1,CH
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CI
01-08-2008,01-09-2008,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,Q,Q3,QA
01-08-2008,01-09-2008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,Q,Q1,MAGNOLIA
01-08-2008,01-08-2008,ROBBERY-RESIDENTIAL,ROBBERY-RESIDENCE-GUN,SOUTH,R,R2,MB
01-08-2008,01-08-2008,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L1,LAKECITY
01-08-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,NORTH,B,B1,BS
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CH
01-08-2008,01-08-2008,CAR PROWL,THEFT-AUTOACC,WEST,K,K1,DC
01-08-2008,01-09-2008,THEFT-BUILDING,THEFT-BUILDING,NORTH,U,U3,RR
01-08-2008,01-09-2008,CAR PROWL,THEFT-CARPROWL,WEST,Q,Q1,MAGNOLIA
01-08-2008,01-11-2008,CAR PROWL,THEFT-CARPROWL,WEST,D,D3,SC
01-08-2008,01-08-2008,TRESPASS,TRESPASS,EAST,E,E2,FH
01-08-2008,01-08-2008,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,SOUTH,O,O1,SODO
01-08-2008,01-08-2008,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,FR
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F2,RWA
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNI
01-08-2008,01-08-2008,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,NORTH,L,L3,LAKECITY
01-08-2008,1/25/2008,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F1,HPC
01-08-2008,01-08-2008,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F2,RWA
01-08-2008,01-08-2008,NARCOTIC,NARC-POSSESS-COCAINE,WEST,D,D1,BELLTOWN
